,Unnamed: 0,Unnamed: 0.1,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
370,370,170,171,La Jeepeta - Remix,Nio Garcia,1499258,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,5hdhHgpxyniooUiQVaPxQ0,latin,reggaeton,trap latino
371,371,171,172,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,1493631,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,unspecified
372,372,172,173,august,Taylor Swift,1485842,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
373,373,173,174,Myron,Lil Uzi Vert,1482655,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
374,374,174,175,Be Kind (with Halsey),Marshmello,1476726,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
375,375,175,176,Cover Me Up,Morgan Wallen,1471005,https://open.spotify.com/track/7Jd0VVrzeTTWipxSzJ81aC,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
376,376,176,177,Say You Won't Let Go,James Arthur,1470490,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4IWBUUAFIplrNtaOHcJPRM,pop,post-teen pop,talent show
377,377,177,178,Magic In The Hamptons (feat. Lil Yachty),Social House,1470324,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,5UjifI1TYefXWn9GdqDOHl,pop rap,unspecified,unspecified
378,378,178,179,Truth Hurts,Lizzo,1467179,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,56oDRnqbIiwx4mymNEv7dS,dance pop,escape room,minnesota hip hop
379,379,179,180,Money In The Grave (Drake ft. Rick Ross),Drake,1453688,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
380,380,180,181,F.N,Lil Tjay,1445799,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill,melodic rap,nyc rap
381,381,181,182,Daddy Issues,The Neighbourhood,1444297,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
382,382,182,183,OUT WEST (feat. Young Thug),JACKBOYS,1442676,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,7A8S43ryYdbWpJKeHRZRcq,rap,trap,unspecified
383,383,183,184,Lean Wit Me,Juice WRLD,1442218,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
384,384,184,185,Murder On My Mind,YNW Melly,1440502,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,unspecified
385,385,185,186,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,1439084,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,1VPmR4DJC1PlOtd0IADAO0,dark trap,new orleans rap,underground hip hop
386,386,186,187,Bang!,AJR,1435421,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,6s22t5Y3prQHyaHWUN1R1C,modern rock,unspecified,unspecified
387,387,187,188,Memories,Maroon 5,1431400,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,04gDigrS5kc9YWfZHwBETP,pop,pop rock,unspecified
388,388,188,189,Mr. Brightside,The Killers,1428986,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,0C0XlULifJtAgn6ZNCW2eu,dance rock,modern rock,permanent wave
389,389,189,190,Got What I Got,Jason Aldean,1424323,https://open.spotify.com/track/4TCc369aRPRubv1m8R1TBG,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,3FfvYsEGaIb52QPXhg4DcH,contemporary country,country,country road
390,390,190,191,Better Now,Post Malone,1423645,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
391,391,191,192,Moonlight,XXXTENTACION,1419917,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
392,392,192,193,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1414596,https://open.spotify.com/track/5JAYDuLRkODlVt6dgoalKk,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
393,393,193,194,Tennessee Whiskey,Chris Stapleton,1412239,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4YLtscXsxbVgi031ovDDdh,contemporary country,outlaw country,unspecified
394,394,194,195,the last great american dynasty,Taylor Swift,1406535,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
395,395,195,196,betty,Taylor Swift,1406296,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
396,396,196,197,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,1402247,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,4SbuhLih8eWLmqFzzmM3AK,contemporary country,unspecified,unspecified
397,397,197,198,Goodbyes (feat. Young Thug),Post Malone,1401738,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
398,398,198,199,Dreams - 2004 Remaster,Fleetwood Mac,1400123,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,08GQAI4eElDnROBrJRGE0X,album rock,classic rock,mellow gold
399,399,199,200,Falling Down - Bonus Track,Lil Peep,1395883,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,regional-us-weekly-2020-09-11--2020-09-18.csv,September,37,Top 200,2020-09-11,2kCcBybjl3SAtIcwdWpUe3,emo rap,lgbtq+ hip hop,unspecified
400,400,0,1,WAP (feat. Megan Thee Stallion),Cardi B,11746665,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4kYSro6naA4h99UJvo89HB,pop,pop rap,post-teen pop
401,401,1,2,Mood (feat. iann dior),24kGoldn,10161557,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6fWVd57NKTalqvmjRd2t8Z,cali rap,unspecified,unspecified
402,402,2,3,Holy (feat. Chance The Rapper),Justin Bieber,9424690,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
403,403,3,4,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,8972580,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
404,404,4,5,Laugh Now Cry Later (feat. Lil Durk),Drake,8499539,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
405,405,5,6,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7529974,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
406,406,6,7,POPSTAR (feat. Drake),DJ Khaled,5910127,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0QHgL1lAIqAw0HtD7YldmP,dance pop,hip hop,miami hip hop
407,407,7,8,ROCKSTAR (feat. Roddy Ricch),DaBaby,5848502,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
408,408,8,9,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,5485692,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
409,409,9,10,Come & Go (with Marshmello),Juice WRLD,5264117,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
410,410,10,11,Wishing Well,Juice WRLD,5157179,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
411,411,11,12,Heather,Conan Gray,5105315,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
412,412,12,13,Dynamite,BTS,4809619,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
413,413,13,14,Blinding Lights,The Weeknd,4745353,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
414,414,14,15,Watermelon Sugar,Harry Styles,4583908,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
415,415,15,16,Mood Swings (feat. Lil Tjay),Pop Smoke,4475255,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
416,416,16,17,you broke me first,Tate McRae,4272078,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
417,417,17,18,Blueberry Faygo,Lil Mosey,4056372,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
418,418,18,19,Wolves (feat. Post Malone),Big Sean,3869259,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
419,419,19,20,Savage Love (Laxed - Siren Beat),Jawsh 685,3666621,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,56mfhUDKa1vec6rSLZV5Eg,nz pop,unspecified,unspecified
420,420,20,21,Smile (with The Weeknd),Juice WRLD,3571426,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
421,421,21,22,Go Crazy,Chris Brown,3552311,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
422,422,22,23,Martin & Gina,Polo G,3534740,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
423,423,23,24,my ex's best friend (with blackbear),Machine Gun Kelly,3409825,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,unspecified
424,424,24,25,24 (feat. Lil Baby),Money Man,3359182,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3Rx4PJ7SP6unkOk5elPUK7,atl trap,rap,southern hip hop
425,425,25,26,What You Know Bout Love,Pop Smoke,3310653,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
426,426,26,27,Roses - Imanbek Remix,SAINt JHN,3306059,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
427,427,27,28,7 Summers,Morgan Wallen,3287254,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
428,428,28,29,Put Your Records On,Ritt Momney,3257777,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7MPGCB854Qo4alYMOPkBka,bedroom pop,unspecified,unspecified
429,429,29,30,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3226889,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3oSJ7TBVCWMDMiYjXNiCKE,contemporary country,country,country road
430,430,30,31,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,3212663,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
431,431,31,32,Diamonds,Sam Smith,3160019,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
432,432,32,33,Lucid Dreams,Juice WRLD,3100277,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
433,433,33,34,Circles,Post Malone,3039382,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
434,434,34,35,Robbery,Juice WRLD,3034215,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
435,435,35,36,The Box,Roddy Ricch,3031906,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
436,436,36,37,All Girls Are The Same,Juice WRLD,2982690,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
437,437,37,38,GREECE (feat. Drake),DJ Khaled,2951470,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0QHgL1lAIqAw0HtD7YldmP,dance pop,hip hop,miami hip hop
438,438,38,39,Hawái,Maluma,2935834,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1r4hJ1h58CWwUQe3MxPuau,latin,reggaeton,reggaeton colombiano
439,439,39,40,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2934704,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
440,440,40,41,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2927342,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
441,441,41,42,Midnight Sky,Miley Cyrus,2865250,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5YGY8feqx7naU7z4HrwZM6,dance pop,pop,post-teen pop
442,442,42,43,21,Polo G,2860069,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
443,443,43,44,death bed (coffee for your head),Powfu,2839772,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,unspecified
444,444,44,45,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2805066,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
445,445,45,46,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2796001,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
446,446,46,47,Dolly (with Lil Uzi Vert),Lil Tecca,2778346,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap,rap,trap
447,447,47,48,We Paid (feat. 42 Dugg),Lil Baby,2766781,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
448,448,48,49,Conversations,Juice WRLD,2763725,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
449,449,49,50,Before You Go,Lewis Capaldi,2761789,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
450,450,50,51,Party Girl,StaySolidRocky,2708500,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1XLWox9w1Yvbodui0SRhUQ,melodic rap,unspecified,unspecified
451,451,51,52,Someone You Loved,Lewis Capaldi,2652142,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
452,452,52,53,Without You,Luke Combs,2597187,https://open.spotify.com/track/34slXA5D75T5S0dwYYRd4J,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
453,453,53,54,After Party,Don Toliver,2596670,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Gso3d4CscCijv0lmajZWs,rap,trap,unspecified
454,454,54,55,Electric Love,BØRNS,2591031,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1KP6TWI40m7p3QBTU6u2xo,electropop,modern alternative rock,modern rock
455,455,55,56,Mad at Disney,salem ilese,2583928,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3QJUFtGBGL05vo0kCJZsmT,alt z,modern indie pop,social media pop
456,456,56,57,Got It On Me,Pop Smoke,2565323,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
457,457,57,58,Head & Heart (feat. MNEK),Joel Corry,2530441,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6DgP9otnZw5z6daOntINxp,dance pop,edm,house
458,458,58,59,Righteous,Juice WRLD,2489528,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
459,459,59,60,Breaking Me,Topic,2487141,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0u6GtibW46tFX7koQ6uNJZ,dance pop,edm,german dance
460,460,60,61,goosebumps,Travis Scott,2406334,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
461,461,61,62,Lets Link,WhoHeem,2398111,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5KYEMMz9O9iLIESifKAEOp,viral rap,unspecified,unspecified
462,462,62,63,Ice Cream (with Selena Gomez),BLACKPINK,2397415,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,41MozSoPIsD1dJM0CLPjZF,k-pop,k-pop girl group,unspecified
463,463,63,64,Adore You,Harry Styles,2396132,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
464,464,64,65,Rain On Me (with Ariana Grande),Lady Gaga,2377191,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1HY2Jd0NmPuamShAr6KMms,dance pop,pop,post-teen pop
465,465,65,66,GO (feat. Juice WRLD),The Kid LAROI,2377035,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
